instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_orig	label_collapse	NER_orig	NER_collapse	split_orig	split_redo	annotation_type
ROG-Dia-GSO-P0011_ROG-dialog-0020_185.759_186.476	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	185.759	186.476	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_186.476_187.232	ROG-Dia-GSO-P0011	ROG-dialog-0020	Eee	Eee	186.476	187.232	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_187.232_188.379	ROG-Dia-GSO-P0011	ROG-dialog-0020	se smo dobri,	saj smo dobri,	187.232	188.379	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_188.379_190.046	ROG-Dia-GSO-P0011	ROG-dialog-0020	skromni.	skromni.	188.379	190.046	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_190.046_191.686	ROG-Dia-GSO-P0011	ROG-dialog-0020	Eee	Eee	190.046	191.686	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_191.686_192.779	ROG-Dia-GSO-P0011	ROG-dialog-0020	zaj vedno kaj,	zdaj vedno kaj,	191.686	192.779	ownCommunicationManagement	ownCommunicationManagement	B-ownCommunicationManagement	B-ownCommunicationManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_192.779_194.312	ROG-Dia-GSO-P0011	ROG-dialog-0020	tuji cajti se spremijajo.	tudi cajti se spreminjajo.	192.779	194.312	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_194.312_194.938	ROG-Dia-GSO-P0011	ROG-dialog-0020	Smo te tak,	Smo te tako,	194.312	194.938	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_194.938_195.246	ROG-Dia-GSO-P0011	ROG-dialog-0020	ke vem,	kaj vem,	194.938	195.246	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_195.246_196.562	ROG-Dia-GSO-P0011	ROG-dialog-0020	negda smo bole bli skromni	nekdaj smo bolj bili skromni	195.246	196.562	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_196.562_197.379	ROG-Dia-GSO-P0011	ROG-dialog-0020	pa smo nekak ...	pa smo nekako ...	196.562	197.379	unspecifiedDimension	unspecifiedDimension	B-unspecifiedDimension	B-unspecifiedDimension	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_197.379_197.886	ROG-Dia-GSO-P0011	ROG-dialog-0020	eee ...	eee ...	197.379	197.886	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_197.886_200.872	ROG-Dia-GSO-P0011	ROG-dialog-0020	nismo se zavedali, kas() kaj ke bi kaj slabo živeli,	nismo se zavedali, kas() kaj ke bi kaj slabo živeli,	197.886	200.872	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_200.872_202.817	ROG-Dia-GSO-P0011	ROG-dialog-0020	zaj pa to malo so cajti ...	zdaj pa to malo so cajti ...	200.872	202.817	unspecifiedDimension	unspecifiedDimension	B-unspecifiedDimension	B-unspecifiedDimension	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_202.817_203.965	ROG-Dia-GSO-P0011	ROG-dialog-0020	Eee,	Eee,	202.817	203.965	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_203.965_204.359	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne vem,	ne vem,	203.965	204.359	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_204.359_204.492	ROG-Dia-GSO-P0011	ROG-dialog-0020	no,	no,	204.359	204.492	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_204.492_205.790	ROG-Dia-GSO-P0011	ROG-dialog-0020	ka bi to o tem poveda.	kaj bi to o tem povedal.	204.492	205.79	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_205.790_207.939	ROG-Dia-GSO-P0011	ROG-dialog-0020	Eee ...	Eee ...	205.79	207.939	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_207.939_211.045	ROG-Dia-GSO-P0011	ROG-dialog-0020	če grem malo nazaj glejat, kak zaj naša deca,	če grem malo nazaj gledat, kako zdaj naša deca,	207.939	211.045	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_211.045_211.305	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne,	ne,	211.045	211.305	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_211.305_212.719	ROG-Dia-GSO-P0011	ROG-dialog-0020	ki majo fsega puno,	ki imajo vsega polno,	211.305	212.719	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_212.719_215.141	ROG-Dia-GSO-P0011	ROG-dialog-0020	mi smo recimo ni meli tega.	mi smo recimo ne imeli tega.	212.719	215.141	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_215.141_215.732	ROG-Dia-GSO-P0011	ROG-dialog-0020	Eee	Eee	215.141	215.732	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_215.732_216.645	ROG-Dia-GSO-P0011	ROG-dialog-0020	smo,	smo,	215.732	216.645	ownCommunicationManagement	ownCommunicationManagement	B-ownCommunicationManagement	B-ownCommunicationManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_216.645_217.139	ROG-Dia-GSO-P0011	ROG-dialog-0020	ke ven,	kaj vem,	216.645	217.139	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_217.139_219.392	ROG-Dia-GSO-P0011	ROG-dialog-0020	si bija zadovolen z eno kepico sladoleda	si bil zadovoljen z eno kepico sladoleda	217.139	219.392	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_219.392_221.247	ROG-Dia-GSO-P0011	ROG-dialog-0020	pa ke smo šli recimo vun	pa ke smo šli recimo ven	219.392	221.247	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_221.247_222.879	ROG-Dia-GSO-P0011	ROG-dialog-0020	pa smo ... se družili.	pa smo ... se družili.	221.247	222.879	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_222.879_225.534	ROG-Dia-GSO-P0011	ROG-dialog-0020	Vedno je prišo fsaki na isto mesto, kak smo se zmenili,	Vedno je prišel vsak na isto mesto, kak smo se zmenili,	222.879	225.534	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_225.534_227.359	ROG-Dia-GSO-P0011	ROG-dialog-0020	dobimo se čez en teden tam pa tam,	dobimo se čez en teden tam pa tam,	225.534	227.359	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_227.359_228.172	ROG-Dia-GSO-P0011	ROG-dialog-0020	fsi smo prišli,	vsi smo prišli,	227.359	228.172	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_228.172_228.782	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	228.172	228.782	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_228.782_230.678	ROG-Dia-GSO-P0011	ROG-dialog-0020	Gnesden so telefoni.	Gnesden so telefoni.	228.782	230.678	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_232.686_234.410	ROG-Dia-GSO-P0011	ROG-dialog-0020	Tak ke bi še ke?	Tako kaj bi še kaj?	232.686	234.41	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_234.410_239.515	ROG-Dia-GSO-P0011	ROG-dialog-0019	Smo vedno bli znani dobri za žure pa za kaj za na mizo gor dati, vedno.	Smo vedno bili znani dobri za žure pa za kaj za na mizo gor dati, vedno.	234.41	239.515	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_238.816_239.515	ROG-Dia-GSO-P0011	ROG-dialog-0020	Ja ja,	Ja ja,	238.816	239.515	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_239.515_240.005	ROG-Dia-GSO-P0011	ROG-dialog-0020	to pa je blo,	to pa je bilo,	239.515	240.005	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_240.005_240.191	ROG-Dia-GSO-P0011	ROG-dialog-0020	ja.	ja.	240.005	240.191	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_240.191_240.899	ROG-Dia-GSO-P0011	ROG-dialog-0020	Pa gostoljubni [zvok],	Pa gostoljubni [zvok],	240.191	240.899	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_240.899_242.745	ROG-Dia-GSO-P0011	ROG-dialog-0020	gostoljubni so pa skos, smo bli,	gostoljubni so pa skozi, smo bili,	240.899	242.745	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_242.745_243.119	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	242.745	243.119	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_243.119_245.934	ROG-Dia-GSO-P0011	ROG-dialog-0019	Se spotiš kakšnih iger z otroštef?	Se spotiš kakšnih iger z otroštva?	243.119	245.934	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_245.934_247.959	ROG-Dia-GSO-P0011	ROG-dialog-0019	Da si mali bija?	Da si mali bil?	245.934	247.959	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_245.934_247.959	ROG-Dia-GSO-P0011	ROG-dialog-0020	Ehe.	Ehe.	245.934	247.959	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_247.959_249.729	ROG-Dia-GSO-P0011	ROG-dialog-0020	Eh, da sn mali bija, sss	Eh, da sem mali bil, sss	247.959	249.729	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_249.729_251.167	ROG-Dia-GSO-P0011	ROG-dialog-0019	Ke ste se igrali?	Kaj ste se igrali?	249.729	251.167	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_249.729_251.167	ROG-Dia-GSO-P0011	ROG-dialog-0020	fuzbal pa ...	fuzbal pa ...	249.729	251.167	unspecifiedDimension	unspecifiedDimension	B-unspecifiedDimension	B-unspecifiedDimension	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_251.167_251.332	ROG-Dia-GSO-P0011	ROG-dialog-0020	Ja,	Ja,	251.167	251.332	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_251.332_251.712	ROG-Dia-GSO-P0011	ROG-dialog-0020	mi smo,	mi smo,	251.332	251.712	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_251.712_252.732	ROG-Dia-GSO-P0011	ROG-dialog-0020	saj s(), tak san prava,	saj s(), tako sem pravil,	251.712	252.732	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_252.732_254.265	ROG-Dia-GSO-P0011	ROG-dialog-0020	mi smo špilali fuzbal na cesti,	mi smo špilali fuzbal na cesti,	252.732	254.265	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_254.265_254.660	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	254.265	254.66	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_254.660_256.076	ROG-Dia-GSO-P0011	ROG-dialog-0020	Pa tenis pa to,	Pa tenis pa to,	254.66	256.076	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_256.076_256.872	ROG-Dia-GSO-P0011	ROG-dialog-0020	to to je,	to to je,	256.076	256.872	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_256.872_257.458	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne vem.	ne vem.	256.872	257.458	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_257.458_258.912	ROG-Dia-GSO-P0011	ROG-dialog-0020	[zvok] Ka() kakše igre,	[zvok] Ka() kakšne igre,	257.458	258.912	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_258.912_260.335	ROG-Dia-GSO-P0011	ROG-dialog-0020	fse, kak fsakša deca.	vse, kak vsaka deca.	258.912	260.335	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_261.599_263.656	ROG-Dia-GSO-P0011	ROG-dialog-0019	Gumitvista ste vendar ne skakali,	Gumitvista ste vendar ne skakali,	261.599	263.656	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_261.599_263.656	ROG-Dia-GSO-P0011	ROG-dialog-0020	[glas] Ne,	[glas] Ne,	261.599	263.656	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_263.656_264.538	ROG-Dia-GSO-P0011	ROG-dialog-0019	to so dekline,	to so dekline,	263.656	264.538	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_263.656_265.458	ROG-Dia-GSO-P0011	ROG-dialog-0020	to so, to so pa, to so dekline.	to so, to so pa, to so dekline.	263.656	265.458	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_264.538_264.902	ROG-Dia-GSO-P0011	ROG-dialog-0019	ne?	ne?	264.538	264.902	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_265.458_266.652	ROG-Dia-GSO-P0011	ROG-dialog-0020	Mi smo pa bole tak.	Mi smo pa bolj tako.	265.458	266.652	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_266.652_267.412	ROG-Dia-GSO-P0011	ROG-dialog-0020	Mi pa fuzbal,	Mi pa fuzbal,	266.652	267.412	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_267.412_267.638	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne,	ne,	267.412	267.638	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_267.638_268.305	ROG-Dia-GSO-P0011	ROG-dialog-0020	je prednjačijo,	je prednjačil,	267.638	268.305	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_268.305_269.772	ROG-Dia-GSO-P0011	ROG-dialog-0020	to to je bija zakon,	to to je bilo zakon,	268.305	269.772	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_269.772_270.320	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	269.772	270.32	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_270.320_271.372	ROG-Dia-GSO-P0011	ROG-dialog-0020	Eee	Eee	270.32	271.372	timeManagement	timeManagement	B-timeManagement	B-timeManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_271.372_272.615	ROG-Dia-GSO-P0011	ROG-dialog-0020	košarka malo maje,	košarka malo manj,	271.372	272.615	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_272.615_275.078	ROG-Dia-GSO-P0011	ROG-dialog-0020	ker smo meli tu malo dale do igrišča,	ker smo imeli tu malo dlje do igrišča,	272.615	275.078	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_275.078_277.278	ROG-Dia-GSO-P0011	ROG-dialog-0020	drgači fuzbal pa smo na fsakši ulici špilali,	drugače fuzbal pa smo na vsaki ulici špilali,	275.078	277.278	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_277.278_278.225	ROG-Dia-GSO-P0011	ROG-dialog-0020	to pa ni bija problem,	to pa ni bil problem,	277.278	278.225	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_278.225_278.438	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	278.225	278.438	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_278.438_279.918	ROG-Dia-GSO-P0011	ROG-dialog-0020	Pa gole provizoriš naredli	Pa gole provizoriš naredili	278.438	279.918	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_279.918_280.805	ROG-Dia-GSO-P0011	ROG-dialog-0020	pa smo, pa je šlo,	pa smo, pa je šlo,	279.918	280.805	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_280.805_281.262	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	280.805	281.262	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_281.262_284.491	ROG-Dia-GSO-P0011	ROG-dialog-0019	Ka pa bazen je že bija v vaši otroštvi?	Kaj pa bazen je že bil v vašem otroštvu?	281.262	284.491	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_283.378_285.192	ROG-Dia-GSO-P0011	ROG-dialog-0020	Ja, ja ja,	Ja, ja ja,	283.378	285.192	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_285.192_286.122	ROG-Dia-GSO-P0011	ROG-dialog-0020	bazen pa se s(),	bazen pa se s(),	285.192	286.122	ownCommunicationManagement	ownCommunicationManagement	B-ownCommunicationManagement	B-ownCommunicationManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_286.122_291.209	ROG-Dia-GSO-P0011	ROG-dialog-0020	tisti, ka se osnsendesetega leta al seensendesetega leta v Lotmerki nareda novi.	tisti, ka se oseminsedemdesetega leta ali sedeminsedemdesetega leta v Lotmerku naredil novi.	286.122	291.209	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_291.209_292.045	ROG-Dia-GSO-P0011	ROG-dialog-0020	Tisto je tudi blo,	Tisto je tudi bilo,	291.209	292.045	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_292.045_292.245	ROG-Dia-GSO-P0011	ROG-dialog-0020	ja,	ja,	292.045	292.245	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_292.245_292.948	ROG-Dia-GSO-P0011	ROG-dialog-0020	tisto je fajn,	tisto je fajn,	292.245	292.948	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_292.948_293.345	ROG-Dia-GSO-P0011	ROG-dialog-0020	tisto smo,	tisto smo,	292.948	293.345	ownCommunicationManagement	ownCommunicationManagement	B-ownCommunicationManagement	B-ownCommunicationManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_293.345_294.105	ROG-Dia-GSO-P0011	ROG-dialog-0020	pa celo poletje,	pa celo poletje,	293.345	294.105	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_294.105_294.238	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne,	ne,	294.105	294.238	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_294.238_295.809	ROG-Dia-GSO-P0011	ROG-dialog-0020	na morje smo ne hodili,	na morje smo ne hodili,	294.238	295.809	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_295.809_299.538	ROG-Dia-GSO-P0011	ROG-dialog-0020	to si si to pač tisto letno karto oziroma sezonsko kupo	to si si to pač tisto letno karto oziroma sezonsko kupil	295.809	299.538	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_299.538_301.158	ROG-Dia-GSO-P0011	ROG-dialog-0020	pa smo to cele dneve na bazeni bli,	pa smo to cele dneve na bazeni bili,	299.538	301.158	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_301.158_302.369	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	301.158	302.369	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0019_302.369_311.660	ROG-Dia-GSO-P0011	ROG-dialog-0019	Kakšna pa je razlika bila med mestno deco pa med vaško deco al deco al, ki so bli na vesi duma?	Kakšna pa je razlika bila med mestno deco pa med vaško deco ali deco ali, ki so bili na vasi doma?	302.369	311.66	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_311.660_312.218	ROG-Dia-GSO-P0011	ROG-dialog-0020	Ja,	Ja,	311.66	312.218	turnManagement	turnManagement	B-turnManagement	B-turnManagement	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_312.218_314.532	ROG-Dia-GSO-P0011	ROG-dialog-0020	toti mestna deca so malo več cajta meli,	toti mestna deca so malo več cajta imeli,	312.218	314.532	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_314.532_314.649	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne,	ne,	314.532	314.649	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_314.649_316.485	ROG-Dia-GSO-P0011	ROG-dialog-0020	ke na vesi so mogli dosta več delati,	ke na vasi so mogli dosti več delati,	314.649	316.485	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_316.485_316.769	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne,	ne,	316.485	316.769	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_316.769_317.838	ROG-Dia-GSO-P0011	ROG-dialog-0020	na jivah, fsepovsod,	na njivah, vsepovsod,	316.769	317.838	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_317.838_318.165	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	317.838	318.165	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_318.165_320.425	ROG-Dia-GSO-P0011	ROG-dialog-0020	Mi pa smo malo lehko bole luft bremzali,	Mi pa smo malo lahko bolj luft bremzali,	318.165	320.425	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_320.425_320.631	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne,	ne,	320.425	320.631	discourseStructuring	discourseStructuring	B-discourseStructuring	B-discourseStructuring	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_320.631_325.625	ROG-Dia-GSO-P0011	ROG-dialog-0020	tak ka smo ... bli bole na b() b() na igrišči, na ulici v bistvi na,	tako ka smo ... bili bolj na bi() bi() na igrišču, na ulici v bistvu na,	320.631	325.625	task	task	B-task	B-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_325.625_326.817	ROG-Dia-GSO-P0011	ROG-dialog-0020	po šumah se lovili.	po šumah se lovili.	325.625	326.817	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_326.817_329.045	ROG-Dia-GSO-P0011	ROG-dialog-0020	To na kmetijah je, tega ni tejko blo,	To na kmetijah je, tega ni toliko bilo,	326.817	329.045	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_329.045_331.158	ROG-Dia-GSO-P0011	ROG-dialog-0020	ker so mogli biti eee delati več,	ker so mogli biti eee delati več,	329.045	331.158	task	task	I-task	I-task	test	train	dimension
ROG-Dia-GSO-P0011_ROG-dialog-0020_331.158_331.498	ROG-Dia-GSO-P0011	ROG-dialog-0020	ne.	ne.	331.158	331.498	alloFeedback	alloFeedback	B-alloFeedback	B-alloFeedback	test	train	dimension
